Incident ID,Incident Date,State,City Or County,Address,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2416171,14/09/2022,Texas,Frisco,6901 Coit Rd,Centennial High School,0,0,0,0,1
2415467,14/09/2022,Virginia,Norfolk,Scott St and Trant Ave,N/A,0,0,0,0,2
2415416,14/09/2022,Florida,Tampa,1701 North Blvd,Blake High School,0,0,0,0,1
2415376,14/09/2022,Ohio,Circleville,1476 Lancaster Pike,Ohio Christian University,0,0,0,0,1
2414845,14/09/2022,Tennessee,Ripley,254 S Jefferson St,Ripley High School,0,0,0,0,2
2416521,15/09/2022,Nevada,Las Vegas,3850 Annie Oakley Dr,Chaparral High School,0,0,0,0,1
2416977,15/09/2022,Arizona,Tucson,545 N Camino Seco,Sahuaro High,0,0,0,0,1
2415584,15/09/2022,Maryland,Randallstown,4000 Offutt Rd,Randallstown High School,0,0,0,0,1
2416150,15/09/2022,North Carolina,Monroe,601 E Sunset Dr,Monroe Middle School,0,0,0,0,0
2421095,15/09/2022,Pennsylvania,Allentown,106 N 17th St,William Allen High School,0,0,0,0,1
2417316,16/09/2022,Texas,Bryan,2751 N Earl Rudder Fwy,Davila Middle School,0,0,0,0,1
2418187,16/09/2022,Kentucky,Hopkinsville,9503 Eagle Way,Stadium of Champions,0,0,0,0,1
2419541,16/09/2022,Alabama,Bay Minette,1 Tiger Dr,Baldwin County High School,0,0,0,0,1
2428252,16/09/2022,Maine,Lewiston,400 Bartlett St,Connors Elementary School,0,0,0,0,0
2416439,16/09/2022,North Carolina,Williamston,1260 Godwin Ave,Riverside High School,0,0,0,0,1
2416431,16/09/2022,South Carolina,Charleston,3080 River Village Crossing Dr,Philip Simmons High School,0,0,0,0,2
2418705,16/09/2022,Georgia,Lawrenceville,2255 New Hope Rd,Archer High School,0,0,0,0,1
2416927,16/09/2022,Georgia,Augusta,1339 Laney Walker Blvd,Lucy Craft Laney High School,0,0,0,0,3
2419553,16/09/2022,Florida,Jacksonville,5530 Firestone Rd,Westside High School,0,0,0,0,1
2416779,16/09/2022,Minnesota,Minneapolis,1700 Girard Ave N,North High School,0,0,0,0,0
2417423,16/09/2022,Arkansas,Greenwood,700 Mt Harmony Rd,East Pointe Elementary,0,0,0,0,0
2421172,16/09/2022,California,Manteca,1700 Thomas St,Sierra High School football stadium,0,0,0,0,0
2417342,16/09/2022,Texas,Fort Worth (Everman),1000 S Race St,Everman High School,0,0,0,0,2
2417557,17/09/2022,Georgia,Augusta,1701 15th St,T. W. Josey High School,0,2,0,0,2
2417805,18/09/2022,Arizona,Tucson,1011 N Tyndall Ave,University of Arizona,0,2,0,0,0
2419520,19/09/2022,Florida,Stuart,1400 SE Cove Rd,Treasure Coast Classical Academy,0,0,0,0,0
2419196,19/09/2022,Louisiana,Harvey,2800 block of Manhattan Blvd,Laureate Academy Charter School Bus,0,0,0,0,1
2419151,19/09/2022,Colorado,Commerce City,7200 Quebec Pkwy,Adams City High School,0,0,0,0,1
2419699,19/09/2022,Wisconsin,Janesville,1649 S Chatham St,Edison Middle School,0,0,0,0,0
2418861,19/09/2022,Tennessee,Nashville,401 Walton Ln,Maplewood High School,0,0,0,0,0
2424678,19/09/2022,Georgia,Douglasville,8705 Campbellton St,Douglasville High School,0,0,0,0,1
2422582,19/09/2022,Mississippi,Philadelphia,1000 St Francis Dr,Neshoba Central junior high,0,0,0,0,2
2419732,20/09/2022,Tennessee,Chattanooga,2500 Market St,Howard High School,0,0,0,0,1
2420080,20/09/2022,Iowa,Urbandale,7111 NW Aurora Ave,Urbandale High School,0,0,0,0,1
2419765,20/09/2022,Virginia,Suffolk,214 Kenyon Rd,Lakeland High School,0,0,0,0,1
2419813,20/09/2022,Ohio,Columbus,4405 Scenic Dr,Whetstone High School,0,0,0,0,1
2419815,20/09/2022,Ohio,Columbus,1500 E Broad St,East High School,0,0,0,0,1
2419831,20/09/2022,Ohio,Canal Winchester,300 Washington Street,Canal Winchester High School,0,0,0,0,1
2420743,20/09/2022,Missouri,Independence,2101 N Twyman Rd,Osage Trail Middle School,0,0,0,0,1
2420720,20/09/2022,Georgia,Elberton,600 Abernathy Cir,Elbert County High School,0,0,0,0,1
2420693,20/09/2022,Minnesota,Mankato,1351 S Riverfront Dr,Mankato West High School,0,1,0,0,0
2420238,20/09/2022,Illinois,Maywood,807 S 1st Ave,Proviso East High School,0,0,0,0,1
2421084,20/09/2022,Indiana,South Bend,400 block of Teri St,Jackson Middle School Bus,0,0,0,0,1
2421032,21/09/2022,South Carolina,Columbia,1701 Westchester Dr,Columbia High School,0,0,0,0,1
2420895,21/09/2022,Kentucky,Louisville,6000 Brownsboro Rd,Ballard High School,0,0,0,0,0
2421581,21/09/2022,Missouri,Kansas City (North Kansas City),620 E 23rd Ave,North Kansas City High School,0,0,0,0,1
2421091,21/09/2022,Arizona,Tucson,421 N Arcadia Ave,Rincon High School,0,0,0,0,1
2421985,21/09/2022,Illinois,West Chicago,326 Joliet St,West Chicago High School,0,0,0,0,1
2422225,22/09/2022,Indiana,South Bend,4747 W Washington St,Washington High School,0,0,0,0,1
2421583,22/09/2022,Utah,Vernal,721 W 100 S,Vernal Middle School,0,0,0,0,1
2421443,22/09/2022,Indiana,Fort Wayne,9100 Winchester Rd,Wayne High School,0,0,0,0,1
2428646,22/09/2022,Michigan,Bridgeport,4691 Bearcat Blvd,Bridgeport High School,0,0,0,0,1
2454669,22/09/2022,Arizona,Phoenix,801 W Peoria Ave,Mountain View School,0,0,0,0,1
2421335,22/09/2022,Texas,Fort Worth,12350 Timberland Blvd,Timber Creek High School,0,0,0,0,1
2427317,22/09/2022,Ohio,Toledo,3020 Tremainsville Rd,Autism Model School,0,0,0,0,1
2525910,22/09/2022,North Carolina,Saint Pauls,648 N Old Stage Rd,St Pauls High School,0,0,0,0,0
2421669,22/09/2022,Kentucky,Lexington,2000 Winchester Rd,Frederick Douglas High School,0,0,0,0,1
2424570,23/09/2022,Texas,Dallas,9449 Church Rd,Lake Highlands’ Wildcat-Ram Stadium,0,0,0,0,1
2423761,23/09/2022,Texas,Dallas,9449 Church Rd,Wildcat-Ram Stadium,0,0,0,0,1
2423013,23/09/2022,Ohio,Westerville,303 S Otterbein Ave,Westerville South High School,0,0,0,0,1
2424370,23/09/2022,Ohio,Newark,100 Hainsview Dr,Licking Valley High School,0,0,0,0,0
2422470,23/09/2022,Minnesota,Minneapolis (Richfield),401 W 70th St,Richfield High School,0,1,0,0,1
2425156,23/09/2022,Ohio,Dayton (Huber Heights),5400 Chambersburg Rd,Wayne High School,0,0,0,0,1
2423431,23/09/2022,Michigan,Mount Pleasant,1155 S Elizabeth St,Mount Pleasant High School,0,0,0,0,1
2422034,23/09/2022,North Carolina,High Point,1 N University Pkwy,High Point University,0,0,0,0,1
2422227,23/09/2022,Tennessee,Nashville,904 26th Ave N,Pearl-Cohn High School,0,0,0,0,1
2423686,24/09/2022,Ohio,Toledo,2200 Arlington Ave,Bowsher High School,0,0,0,0,2
2424589,26/09/2022,California,Fresno,5445 N Palm Ave,Bullard High School,0,0,0,0,1
2424019,26/09/2022,Georgia,Valdosta,1400 block of Laura St,N/A,0,1,0,0,0
2424473,26/09/2022,Texas,Amarillo,3001 SE 34th Ave,Caprock High School,0,0,0,0,1
2424355,26/09/2022,Utah,Salt Lake City,2166 S 1700 E,Highland High School,0,0,0,0,2
2424397,26/09/2022,Ohio,Youngstown,W Wood St and Wick Ave,Saint Joseph the Provider School,0,0,0,0,1
2425146,26/09/2022,Ohio,Wilberforce,1400 Brush Row Rd,Central State University,0,0,0,0,0
2430034,26/09/2022,Michigan,Oxford,930 E Drahner Rd,Crossroads for Youth,0,0,0,0,0
2424950,26/09/2022,Maryland,Clinton,6101 Garden Dr,Surrattsville High School,0,0,0,0,1
2426501,26/09/2022,Texas,San Antonio,9190 US-281 S,Southside High School,0,0,0,0,1
2427129,26/09/2022,Georgia,Valdosta,1400 block of Weaver St,N/A,0,1,0,0,1
2425108,27/09/2022,Indiana,Muncie,801 N Walnut St,Muncie Central High School,0,0,0,0,1
2427309,27/09/2022,Texas,Deer Park,2920 Luella Ave,Deer Park Elementary,0,0,0,0,1
2427934,27/09/2022,Washington,Moses Lake,900 Yonezawa Blvd,Columbia Basin Technical Skills Center,0,0,0,0,1
2426503,27/09/2022,Pennsylvania,Mechanicsburg,100 E Elmwood Ave,Elmwood Academy,0,0,0,0,1
2426249,28/09/2022,Indiana,Greenfield,140 Polk St,Weston Elementary School,0,0,0,0,2
2426016,28/09/2022,Tennessee,Nashville,904 26th Ave N,Pearl-Cohn High School,0,0,0,0,1
2426525,28/09/2022,North Carolina,Weaverville,890 Clarks Chapel Rd,North Buncombe High School,0,0,0,0,1
2426199,28/09/2022,Indiana,Fort Wayne,2201 Maplecrest Rd,Haley Elementary School,0,0,0,0,0
2426451,28/09/2022,North Carolina,Middlesex,13081 W Hanes Ave,Middlesex Elementary,0,0,0,0,1
2427145,28/09/2022,Georgia,Lagrange,1920 Hamilton Rd,Troup County High School,0,0,0,0,1
2437722,28/09/2022,California,Olivehurst,4446 Olive Ave,Lindhurst High School,0,0,0,0,2
2427745,29/09/2022,California,Tulare,2975 Alpine Ave,Alpine Vista School,0,0,0,0,0
2427321,29/09/2022,Washington,Edmonds,7600 212th St SW,Edmonds-Woodway High School,0,0,0,0,1
2427162,29/09/2022,Ohio,Columbus,3080 Wicklow Rd,Westgate Alternative Elementary,0,0,0,0,1
2427753,30/09/2022,New York,Newburgh,201 Fullerton Ave,Newburgh Free Academy,0,3,0,0,0
2427490,30/09/2022,Nevada,Sparks,1350 Baring Blvd,Edward C Reed High School,0,0,0,0,2
2427532,30/09/2022,Virginia,Richmond,900 block of McDowell Rd,N/A,0,1,0,0,0
2428668,30/09/2022,New Mexico,Santa Fe,2100 Yucca St,Santa Fe High School,0,0,0,0,1
2429883,30/09/2022,Texas,Austin,1201 Payton Gin Rd,Navarro Early College High School,0,0,0,0,1
2430446,01/10/2022,Georgia,Statesboro,1332 Southern Dr,Georgia Southern University,0,0,0,0,3
2434726,03/10/2022,Utah,Ogden,1080 9th St,Ben Lomond High School,0,0,0,0,1
2431909,03/10/2022,Indiana,Fort Wayne,475 E State Blvd,North Side High School,0,0,0,0,1
2430189,03/10/2022,Texas,Donna,400 N D Salinas Blvd,Todd Middle School,0,0,0,0,1
2429319,03/10/2022,Iowa,Des Moines,1111 E Army Post Rd,DMACC Southridge Center,0,1,0,0,0
2430002,03/10/2022,Michigan,Oxford,1420 Lakeville Rd,Oxford Middle School,0,0,0,0,0
2429875,03/10/2022,California,Phelan,9292 Sheep Creek Rd,Serrano High School,0,0,0,0,1
2430209,03/10/2022,Florida,Miami,5950 NW 11th Ave,Eugenia B Thomas K-8 Center,0,0,0,0,1
2430450,04/10/2022,Oklahoma,Norman,911 W Main St,Norman High School,0,0,0,0,1
2429961,04/10/2022,Kentucky,Louisville,1130 W Chestnut St,Central High School,0,0,0,0,0
2430211,04/10/2022,Kansas,Garden City,2720 Buffalo Way Blvd,Garden City High School,0,0,0,0,1
2430199,04/10/2022,Missouri,Kansas City,6501 NW 72nd St,Plaza Middle School,0,0,0,0,1
2430163,04/10/2022,Wisconsin,Milwaukee,N 20th St and W Michigan St,Marquette University,0,0,0,0,0
2430125,04/10/2022,Colorado,Colorado Springs,1675 Winnebago Rd,Evans Elementary School,0,0,0,0,1
2430247,04/10/2022,Massachusetts,Boston,60 Washington St,Jeremiah E Burke High School,0,1,0,0,1
2431119,05/10/2022,Georgia,Savannah,12419 Largo Dr,Windsor Forest High School,0,0,0,0,1
2433194,05/10/2022,Texas,Cypress,7425 Westgreen Blvd,Cypress Park High School,0,0,0,0,1
2431470,05/10/2022,Arkansas,Little Rock,1500 S Park St,Little Rock Central High,0,0,0,0,1
2431081,05/10/2022,South Carolina,Hopkins,2615 Lower Richland Blvd,Lower Richland High School,0,0,0,0,1
2435010,05/10/2022,South Carolina,Beaufort,1 Blue Dolphin Dr,Battery Creek High School,0,0,0,0,1
2431228,05/10/2022,New Mexico,Albuquerque,1505 Candelaria Rd NW,Valley High School,0,0,0,0,1
2432735,06/10/2022,Delaware,Newark,750 E Delaware Ave,Newark High School,0,0,0,0,1
2432590,06/10/2022,Minnesota,Minneapolis (Coon Rapids),2340 Northdale Blvd NW,Coon Rapids High School,0,0,0,0,4
2432658,06/10/2022,Texas,Rio Hondo,22547 TX-345,Rio Hondo High School,0,0,0,0,1
2432244,06/10/2022,Virginia,Richmond,4314 Crutchfield St,George Wythe High School,0,0,0,0,1
2431717,06/10/2022,Oklahoma,Oklahoma City (Midwest City),213 Elm St,Midwest City High School,0,0,0,0,1
2431763,06/10/2022,Virginia,Petersburg,1 Hayden St,Virginia State University,0,0,0,0,0
2432069,06/10/2022,Florida,Citra,151 W Hwy 329,North Marion High School,0,0,0,0,1
2432107,06/10/2022,Ohio,Columbus,1265 Koebel Rd,Marion-Franklin High School,0,0,0,0,0
2432745,07/10/2022,Ohio,Toledo,5 Whitmer Dr,Whitmer High School Stadium,0,3,0,0,2
2433751,07/10/2022,Michigan,Battle Creek,62 Champion St,Battle Creek Central High,0,0,0,0,0
2432879,07/10/2022,Arizona,Phoenix,3333 W Roosevelt St,Carl Hayden High School,0,0,0,0,0
2436126,07/10/2022,Ohio,Dayton (Huber Heights),5400 Chambersburg Rd,Wayne High School,0,0,0,0,1
2433405,07/10/2022,Connecticut,Hartford,415 Granby St,Weaver High School,0,0,0,0,1
2435008,07/10/2022,South Carolina,Seabrook,169 State Hwy S 7-549,Whale Branch Early College High School,0,0,0,0,1
2435004,07/10/2022,Texas,Houston,7555 Houston Sugar Land Rd,Alief Taylor High School,0,0,0,0,1
2432878,07/10/2022,Nevada,Las Vegas,9370 Brent Ln,James H Bilbray Elementary,0,0,0,0,0
2432859,07/10/2022,North Carolina,Lawndale,307 E Stage Coach Trl,Burns High School,0,0,0,0,1
2433393,07/10/2022,Wyoming,Casper,930 S Elm St,Natrona County High School,0,0,0,0,0
2435330,08/10/2022,Kansas,Kansas City,2400 Steele Rd,J.C. Harmon High School,0,0,0,0,0
2433428,08/10/2022,Maryland,Baltimore,4300 block of Hillen Rd,Morgan State University,0,1,0,0,0
2435187,10/10/2022,Florida,Hialeah,5987 E 7th Ave,Amelia Earhart Elementary School,0,0,0,0,1
2435298,10/10/2022,South Carolina,Columbia,1701 Westchester Dr,Columbia High School,0,0,0,0,1
2435225,10/10/2022,Ohio,Columbus,2400 S Hamilton Rd,Life Skills Center Southeast,0,0,0,0,1
2434860,10/10/2022,Wisconsin,Milwaukee,8135 W Florist Ave,James Madison High School,0,0,0,1,1
2435104,10/10/2022,Ohio,Columbus,211 E 7th Ave,Weinland Park Elementary School,0,0,0,0,1
2434287,10/10/2022,North Carolina,Waxhaw,1400 Cuthbertson Rd,Cuthbertson High School,0,0,0,0,1
2435118,11/10/2022,Pennsylvania,Middleburg,10 Dock Hill Rd,Mid-West Middle School,0,0,0,0,1
2435418,11/10/2022,Wisconsin,Racine,7345 Washington Ave,JI Case High School,0,0,0,0,1
2435216,11/10/2022,Ohio,Akron,65 Steiner Rd,SOAR,0,0,0,0,1
2435365,11/10/2022,North Carolina,Lumberton,3901 Fayetteville Rd,Lumberton High School,0,0,0,0,0
2435867,11/10/2022,Pennsylvania,Wilkes Barre,2021 Wolfpack Wy,Wilkes-Barre Area High School,0,0,0,0,0
2435436,11/10/2022,Kansas,Salina,730 E Magnolia Rd,Salina South High School,0,0,0,0,3
2435505,11/10/2022,Alabama,Birmingham,2101 Jefferson Ave SW,Arrington Elementary School,0,1,0,0,0
2436115,12/10/2022,North Carolina,Cary,638 Walnut St,Cary High School,0,0,0,0,2
2438046,12/10/2022,Nevada,Reno,1014 N Virginia St,University of Nevada,0,0,0,0,0
2437289,12/10/2022,North Carolina,Graham,631 Southern High School Rd,Southern Alamance High School,0,0,0,0,1
2437216,12/10/2022,Florida,Fort Pierce,1801 Panther Ln,Fort Pierce Westwood Academy,0,0,0,0,1
2458000,13/10/2022,Maryland,Baltimore,1500 Harlem Ave,Bluford Drew Jemison STEM Academy,0,0,0,0,1
2436836,13/10/2022,Texas,Joshua,907 S Broadway St,Joshua High School,0,0,0,0,0
2436921,13/10/2022,Michigan,Belleville,501 W Columbia Ave,Belleville High School,0,0,0,0,1
2436505,13/10/2022,Texas,Dallas,2121 Tosca Ln,John W Carpenter Elementary School,0,0,0,0,0
2437382,13/10/2022,Arizona,Phoenix,4201 E Knox Rd,Mountain Pointe High School,0,0,0,0,1
2437310,13/10/2022,North Carolina,Erwin,215 Maynard Lake Rd,Triton High School,0,0,0,0,1
2437269,13/10/2022,North Carolina,Charlotte,7600 IBM Dr,Julius Chambers High School,0,0,0,0,1
2436507,13/10/2022,Illinois,Champaign,913 Crescent Dr,Centennial High School,0,0,0,0,1
2437231,13/10/2022,New York,Wellsville,126 W State St,Wellsville Secondary School,0,0,0,0,1
2437396,13/10/2022,New York,Corona (Queens),121-10 Rockaway Blvd,Epic High School South,0,0,0,0,1
2437674,13/10/2022,Michigan,University Center,1961 Delta Rd,Delta College,0,1,0,0,0
2440409,14/10/2022,Illinois,Granite City,3101 Madison Ave,Granite City High School,0,0,0,0,1
2437660,14/10/2022,Louisiana,Slidell,300 Spartan Dr,Salmen High School,0,0,0,0,1
2438659,14/10/2022,Alabama,Atmore,1565 AL-21,Escambia County Middle School,0,0,0,0,1
2437947,14/10/2022,Pennsylvania,Bethlehem,1115 Linden St,Liberty High School,0,0,0,0,0
2437832,14/10/2022,North Carolina,Asheville,20 Erwin Hills Rd,Clyde A. Erwin Middle,0,0,0,0,1
2439005,14/10/2022,Tennessee,Murfreesboro,802 Warrior Dr,Riverdale High School,0,0,0,0,0
2438871,15/10/2022,Pennsylvania,Bethlehem,1115 Linden St,BASD Stadium,0,0,0,0,1
2438430,15/10/2022,North Carolina,Salisbury,701 W Monroe St,Livingstone College,0,2,0,1,1
2438505,16/10/2022,Georgia,Atlanta,223 James P Brawley Dr SW,Clark Atlanta University,0,4,0,0,0
2440945,17/10/2022,Georgia,Macon,2051 2nd St,Elam Alexander Academy,0,0,0,0,1
2439468,17/10/2022,Tennessee,Mcminnville,270 Pioneer Ln,Hickory Creek Elementary School,0,0,0,0,0
2439405,17/10/2022,Maryland,Glen Burnie,7550 Baltimore Annapolis Blvd,Glen Burnie High School,0,0,0,0,1
2440089,17/10/2022,South Carolina,North Charleston,8500 Patriot Blvd,Fort Dorchester High School,0,0,0,0,2
2439991,17/10/2022,North Carolina,Tarboro,2009 W Wilson St,Edgecombe Community College,0,0,0,0,1
2439125,17/10/2022,District of Columbia,Washington,1601 16th St SE,Anacostia High School,0,0,0,0,1
2439122,17/10/2022,South Carolina,Spartanburg,201 Zion Hill Rd,Daniel Morgan Technology Center,0,0,0,0,1
2439758,17/10/2022,Kentucky,Williamsburg,350 Boulevard of Champions,Whitley County High School,0,0,0,0,1
2440077,18/10/2022,South Carolina,Columbia,361 Pisgah Church Rd,W J Keenan High School,0,0,0,0,1
2441746,18/10/2022,Missouri,Seymour,501 E Clinton St,Seymour Middle School,0,0,0,0,1
2440416,18/10/2022,Oregon,Portland,N Emerson St and Commercial Ave,N/A,0,2,0,0,0
2440555,18/10/2022,Iowa,Urbandale,7111 NW Aurora Ave,Urbandale High School,0,0,0,0,2
2440552,18/10/2022,Colorado,Greeley,6525 18th St,University Elementary School,0,0,0,0,0
2441173,18/10/2022,Kentucky,Louisville,2222 Crums Ln,Butler High School,0,0,0,0,1
2441005,19/10/2022,New York,Bronx,99 Terrace View Ave,John F. Kennedy High School Campus,0,0,0,0,1
2440941,19/10/2022,Georgia,Warner Robins,401 S Davis Dr,Warner Robins High School,0,0,0,0,0
2442153,19/10/2022,Georgia,Rome,1000 Veterans Memorial Hwy NE,Rome High School,0,0,0,0,1
2441065,19/10/2022,Virginia,Chesterfield,10301 Courthouse Rd,Lloyd C. Bird High School,0,0,0,0,1
2440920,19/10/2022,California,Oakley,1000 Vintage Pkwy,Vintage Parkway Elementary School,0,0,0,0,0
2440746,19/10/2022,Maryland,Baltimore,1301 McCulloh St,Booker T. Washington Middle School,0,0,0,0,0
2441277,19/10/2022,Alabama,Birmingham,950 Springville Rd,Huffman High School,0,0,0,0,1
2453570,19/10/2022,Kentucky,Louisville,6415 Outer Loop,Moore High School,0,0,0,0,2
2442572,19/10/2022,Louisiana,New Orleans,5601 Read Blvd,Joe Brown Park,0,0,0,0,2
2441601,20/10/2022,Tennessee,Chattanooga,1020 N Moore Rd,Brainerd High School,0,0,0,0,1
2451337,20/10/2022,California,Antioch,700 W 18th St,Antioch High School,0,0,0,0,1
2441612,20/10/2022,Tennessee,Nashville,110 Gallatin Ave,East Nashville Magnet High School,0,0,0,0,1
2441931,20/10/2022,Florida,Yulee,85439 Miner Rd,Yulee Middle School,0,0,0,0,1
2441974,20/10/2022,Washington,Silverdale,10140 Frontier Pl NW,Central Kitsap High School,0,0,0,0,1
2441831,20/10/2022,Louisiana,Baton Rouge,4451 Fairfields Ave,Belfair Montessori Magnet School,0,0,0,0,1
2442426,21/10/2022,Mississippi,Crystal Springs,201 Newton St,Crystal Springs High School,0,0,0,0,2
2442076,21/10/2022,Florida,Ocala,5000 SE Maricamp Rd,Forest High School,0,0,0,0,2
2442997,21/10/2022,Pennsylvania,Harrisburg,2451 Market St,John Harris High School,0,0,0,0,1
2445266,21/10/2022,Colorado,Monte Vista,295 E Prospect Ave,Monte Vista High School,0,0,0,0,1
2479239,21/10/2022,Texas,Hamshire,12702 2nd St,Hamshire Fannett High School football stadium,0,0,0,0,1
2442151,21/10/2022,Kansas,Hutchinson,210 E Ave A,Hutchinson Middle School 7,0,0,0,0,1
2442149,21/10/2022,New York,Brooklyn,1186 Carroll St,Medgar Evers College Preparatory,0,0,0,0,1
2442147,21/10/2022,Pennsylvania,Canonsburg,314 Elm St Ext,Canon-McMillan High School,0,0,0,0,1
2443377,21/10/2022,Texas,Arlington,2000 Sam Houston Dr,Sam Houston High School,0,0,0,0,1
2442598,21/10/2022,Texas,Crosby,333 Red Summit Dr,Crosby High School,0,0,0,0,1
2460568,24/10/2022,Ohio,Groveport,4475 S Hamilton Rd,Groveport Madison High School,0,0,0,0,1
2444930,24/10/2022,New York,Corona (Queens),14-30 Broadway,Long Island City High School,0,0,0,0,1
2444523,24/10/2022,Georgia,Snellville,4210 Shiloh Rd,Shiloh High School,0,0,0,0,1
2444292,24/10/2022,Florida,Tallahassee,1717 W Tharpe St,Godby High School,0,0,0,0,1
2444193,24/10/2022,Tennessee,Memphis,1940 Frayser Blvd,Cornerstone Prep,0,0,0,0,1
2445198,24/10/2022,Ohio,Columbus,1160 Ann St,South High School,0,0,0,0,0
2445780,24/10/2022,Florida,Deltona,1001 Parnell Ct,Heritage Middle School,0,0,0,0,1
2446164,24/10/2022,California,Westminster,14325 Goldenwest St,Westminster High School,0,0,0,0,1
2445028,24/10/2022,Florida,Chiefland,1205 NW 4th Ave,Chiefland Elementary School,0,0,0,0,1
2445239,25/10/2022,Alabama,Huntsville,4010 Binderton Pl SW,McDonnell Elementary School,0,0,0,0,0
2445453,25/10/2022,Kentucky,Louisville,3510 Goldsmith Ln,Seneca High School,0,0,0,0,0
2446087,25/10/2022,Pennsylvania,Pine Ridge,Timberwolf Dr,Lehman Intermediate School,0,0,0,0,1
2445337,25/10/2022,Michigan,Grand Rapids,2133 Buchanan Ave SW,Burton Middle School,0,0,0,0,1
2445322,25/10/2022,Maryland,Baltimore,3701 Eldorado Ave,Forest Park High School,0,0,0,0,1
2445243,25/10/2022,Illinois,Belleville,2555 West Blvd,Belleville East High School,0,0,0,0,2
2445241,25/10/2022,Missouri,Hazelwood,1 Wildcat Ln,Hazelwood West High School,0,0,0,0,1
2445211,25/10/2022,Georgia,Jackson,1105 Brownlee Rd,Jackson Elementary School,0,0,0,0,0
2446312,25/10/2022,California,Fairfield,824 Washington St,Armijo High School,0,0,0,0,1
2446528,25/10/2022,Oregon,Salem,2805 Lansing Ave NE,Waldo Middle School,0,0,0,0,1
2445646,25/10/2022,North Carolina,Fayetteville,2301 Fort Bragg Rd,Terry Sanford High School,0,0,0,0,1
2446128,26/10/2022,Virginia,Norfolk,7101 Granby St,Granby High School,0,0,0,0,1
2447528,26/10/2022,Minnesota,Saint Cloud,N/A,N/A,0,0,0,0,1
2446477,26/10/2022,Pennsylvania,Wilkes Barre,2021 Wolfpack Way,Wilkes-Barre Area High School,0,0,0,0,5
2447692,26/10/2022,Virginia,Manassas,8820 Rixlew Ln,Unity Reed High School,0,0,0,0,2
2446034,26/10/2022,South Carolina,Hartsville,701 Lewellen Ave,Hartsville High School,0,0,0,0,1
2445813,26/10/2022,Florida,Lakeland,4905 Saddle Creek Rd,Tenoroc High School,0,0,0,0,1
2450950,26/10/2022,Florida,Palm Beach Gardens,4245 Holly Dr,Palm Beach Gardens Community High School,0,0,0,0,1
2445790,26/10/2022,West Virginia,Augusta,Mack Rd and St Peter Ln,N/A,0,0,1,0,0
2446182,26/10/2022,Ohio,Cleveland,2439 E 55th St,East Technical High School,0,0,0,0,1
2449085,26/10/2022,Pennsylvania,Aliquippa,100 Harding Ave,Aliquippa High School,0,0,0,0,1
2446511,26/10/2022,Oregon,Prineville,1100 SE Lynn Blvd,Crook County High School,0,0,0,0,2
2446460,26/10/2022,Nebraska,Omaha,4700 Giles Rd,Bryan High School,0,0,0,0,1
2447535,27/10/2022,Minnesota,Saint Paul,740 Rose Ave W,Como Park Senior High,0,0,0,0,1
2446779,27/10/2022,Texas,Houston,2005 W W Thorne Dr,Nimitz High School,0,0,0,0,0
2446741,27/10/2022,Kentucky,Lexington,2100 Fontaine Rd,Henry Clay High School,0,0,0,0,1
2447024,27/10/2022,Florida,Port Saint Lucie,1000 SW Darwin Blvd,Treasure Coast High School,0,0,0,0,3
2448251,27/10/2022,Massachusetts,Boston,85 Olney St,UP Academy Holland,0,0,0,0,0
2448051,28/10/2022,Illinois,Chicago,3000 S King Dr,Dunbar Vocational Career Academy,0,0,0,0,0
2447359,28/10/2022,Texas,Rowlett,4700 President George Bush Hwy,Rowlett High School,0,0,0,0,1
2450956,28/10/2022,Missouri,Annapolis,N/A,N/A,0,0,0,0,1
2449077,28/10/2022,Georgia,Lithonia,2645 Dekalb Medical Pkwy,Miller Grove High School,0,0,0,0,1
2449071,28/10/2022,Oregon,Medford,700-898 Kenyon St,Spiegelberg Stadium,0,0,0,0,1
2449060,28/10/2022,Missouri,Columbia,700 E Stadium Blvd,Hearnes Center / University of Missouri,0,0,1,0,0
2447895,28/10/2022,Oklahoma,Yukon,10901 SW 15th St,Mustang North Middle School,0,0,0,0,1
2447786,28/10/2022,North Carolina,Teachey,602 High School Rd,Wallace Rose-Hill High School,0,0,0,0,1
2449598,31/10/2022,Colorado,Denver,18250 E 51st Ave,STRIVE Prep-RISE,0,0,0,0,0
2453609,31/10/2022,Missouri,Saint Louis,6701 St Charles Rock Rd,Normandy High School,0,0,0,0,1
2449545,31/10/2022,California,Dixon,455 E A St,John Knight Middle School,0,0,0,0,1
2450828,31/10/2022,Louisiana,Baton Rouge,170 Campus Lake Rd,The 459 Commons,0,0,0,0,0
2450431,01/11/2022,South Carolina,Kingstree,615 Martin Luther King Ave,Kingstree High School,0,0,0,0,1
2450624,01/11/2022,Tennessee,Chattanooga,2500 Market St,Howard High School,0,0,0,0,1
2450374,01/11/2022,Colorado,Colorado Springs,6888 Black Forest Rd,Vista Ridge High School,0,0,0,0,1
2647596,01/11/2022,Arkansas,Little Rock,N/A,N/A,0,0,0,0,1
2451474,02/11/2022,California,Thermal,86150 Ave 66,Toro Canyon Middle School,0,0,0,0,0
2451081,02/11/2022,New York,Rochester,1001 Lake Ave,Academy of Health Sciences Charter School,0,0,0,0,0
